Year,,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Budget,,2320435288,3622571944,6577309550,12326662764,24521545950,33619086228,34020007663,32831229324,30586032659,27302171188,22709367979,20231900968,17019923719,16226362318,16016951128,13330551486,12847750181,13212041458,13445146346,13793091635,14263654474,14799479046,14189559984,14600486119,15941188447,16246933098,15964110572,16097974201,22028358815,17701904047,20413492053,22135699407,24509582074,24426630776,23854358737,23769057846,22130495148,21772696303,21121755952,20768617025,20514049724,20023113218,20499398661,21080477824,21395081126,20877934978,21338934269,21265571315,20236923370,20958210045,22609714038,22346619718,21584155389,20404142692,19033095048,19520325699,19682957070,20883596275,20903931443,21598138373,21937488899,22629000000,23271300000,24801500000
